"MANDT","KURST","FCURR","TCURR","GDATU","FFACT","TFACT","ABWCT","ABWGA"
"001","M","CAD","JPY","81999898","1","1","","00000000"
"000","EURO","FIM","LUF","81999898","1","1","","00000000"
"800","B","DEM","RUB","81999898","1","1","","00000000"
"800","M","PLN","DEM","81999898","100","1","","00000000"
"001","M","CAD","USD","81999898","1","1","","00000000"
"000","EURO","FRF","GRD","81999898","1","1","","00000000"
"001","M","CHF","EUR","81999898","1","1","","00000000"
"800","B","DEM","RUR","81999898","1","1","","00000000"
"800","M","PTE","ATS","81999898","100","1","","00000000"
"001","M","CHF","JPY","81999898","1","1","","00000000"
"000","EURO","FRF","IEP","81999898","1","1","","00000000"
"800","B","DEM","SEK","81999898","1","1","","00000000"
"001","M","CHF","USD","81999898","1","1","","00000000"
"800","M","PTE","BEF","81999898","100","1","","00000000"
"001","M","CLP","EUR","81999898","1","1","","00000000"
"000","EURO","FRF","LUF","81999898","1","1","","00000000"
"800","B","DEM","ZAR","81999898","1","1","","00000000"
"001","M","CLP","USD","81999898","1","1","","00000000"
"800","M","PTE","CAD","81999898","100","1","","00000000"
"001","M","CNY","EUR","81999898","1","1","","00000000"
"800","B","DKK","DKK","81999898","1","1","","00000000"
"000","EURO","GRD","IEP","81999898","1","1","","00000000"
"800","M","PTE","CHF","81999898","100","1","","00000000"
"001","M","CNY","JPY","81999898","1","1","","00000000"
"800","B","EUR","CHF","81999898","1","1","","00000000"
"001","M","CNY","USD","81999898","1","1","","00000000"
"000","EURO","GRD","LUF","81999898","1","1","","00000000"
"800","M","PTE","DEM","81999898","100","1","","00000000"
"001","M","CYP","EUR","81999898","1","1","","00000000"
"800","B","EUR","CZK","81999898","1","1","","00000000"
"001","M","CYP","JPY","81999898","1","1","","00000000"
"800","M","PTE","DKK","81999898","100","1","","00000000"
"000","EURO","IEP","GRD","81999898","1","1","","00000000"
"001","M","CYP","USD","81999898","1","1","","00000000"
"800","B","EUR","DKK","81999898","1","1","","00000000"
"001","M","CZK","EUR","81999898","1","1","","00000000"
"800","M","PTE","ECU","81999898","100","1","","00000000"
"000","EURO","IEP","LUF","81999898","1","1","","00000000"
"001","M","CZK","JPY","81999898","1","1","","00000000"
"800","B","EUR","GBP","81999898","1","1","","00000000"
"001","M","CZK","USD","81999898","1","1","","00000000"
"800","M","PTE","EUR","81999898","1000","1","EURO","00000000"
"000","EURO","ITL","GRD","81999898","1","1","","00000000"
"001","M","DEM","AED","81999898","1","1","","00000000"
"800","B","EUR","JPY","81999898","1","1","EURB","00000000"
"800","M","PTE","FIM","81999898","100","1","","00000000"
"001","M","DEM","ARS","81999898","1","1","","00000000"
"000","EURO","ITL","IEP","81999898","1","1","","00000000"
"001","M","DEM","ATS","81999898","1","1","","00000000"
"800","B","EUR","NLG","81999898","1","1","","00000000"
"800","M","PTE","FRF","81999898","100","1","","00000000"
"800","B","EUR","NOK","81999898","1","1","","00000000"
"000","EURO","ITL","LUF","81999898","100","1","","00000000"
"800","M","PTE","GBP","81999898","100","1","","00000000"
"800","B","EUR","RUB","81999898","1","1","","00000000"
"800","M","PTE","IEP","81999898","100","1","","00000000"
"000","EURO","LUF","GRD","81999898","1","1","","00000000"
"800","B","EUR","RUR","81999898","1","1","","00000000"
"800","M","PTE","ITL","81999898","1","10","","00000000"
"000","EURO","LUF","IEP","81999898","1","1","","00000000"
"800","M","PTE","LUF","81999898","100","1","","00000000"
"800","B","EUR","SEK","81999898","1","1","","00000000"
"000","EURO","NLG","GRD","81999898","1","1","","00000000"
"800","B","EUR","ZAR","81999898","1","1","","00000000"
"000","EURO","NLG","IEP","81999898","1","1","","00000000"
"800","B","FIM","SEK","81999898","1","1","","00000000"
"800","B","FRF","CHF","81999898","1","1","","00000000"
"000","EURO","NLG","LUF","81999898","1","1","","00000000"
"800","B","FRF","SEK","81999898","1","1","","00000000"
"000","EURO","PTE","GRD","81999898","1","1","","00000000"
"800","B","GBP","GBP","81999898","1","1","","00000000"
"000","EURO","PTE","IEP","81999898","1","1","","00000000"
"800","B","GBP","SEK","81999898","1","1","","00000000"
"000","EURO","PTE","LUF","81999898","1","1","","00000000"
"800","B","GBP","ZAR","81999898","1","1","","00000000"
"000","EURX","ATS","CHF","81999898","1","1","","00000000"
"800","B","NLG","NLG","81999898","1","1","","00000000"
"000","EURX","ATS","DKK","81999898","1","1","","00000000"
"800","B","NOK","NOK","81999898","1","1","","00000000"
"000","EURX","ATS","GBP","81999898","1","1","","00000000"
"800","B","RUB","RUB","81999898","1","1","","00000000"
"800","B","RUR","RUR","81999898","1","1","","00000000"
"000","EURX","ATS","GRD","81999898","1","1","","00000000"
"800","B","RUR","UAK","81999898","1","1","","00000000"
"000","EURX","ATS","JPY","81999898","1","1","","00000000"
"800","B","SEK","GBP","81999898","1","1","","00000000"
"000","EURX","ATS","NOK","81999898","1","1","","00000000"
"800","B","SEK","SEK","81999898","1","1","","00000000"
"000","EURX","ATS","SEK","81999898","1","1","","00000000"
"800","B","SKK","CZK","81999898","1","1","","00000000"
"000","EURX","BEF","CHF","81999898","100","1","","00000000"
"800","B","UAK","RUR","81999898","1","1","","00000000"
"000","EURX","BEF","DKK","81999898","1","1","","00000000"
"800","B","USD","AUD","81999898","1","1","","00000000"
"000","EURX","BEF","GBP","81999898","1","1","","00000000"
"800","B","USD","CAD","81999898","1","1","","00000000"
"000","EURX","BEF","GRD","81999898","1","1","","00000000"
"800","B","USD","CHF","81999898","1","1","","00000000"
"000","EURX","BEF","JPY","81999898","1","1","","00000000"
"800","B","USD","CZK","81999898","1","1","","00000000"
"800","B","USD","ECU","81999898","1","1","","00000000"
"000","EURX","BEF","NOK","81999898","1","1","","00000000"
"800","B","USD","GBP","81999898","1","1","","00000000"
"000","EURX","BEF","SEK","81999898","1","1","","00000000"
"800","B","USD","JPY","81999898","1","1","","00000000"
"000","EURX","CHF","GRD","81999898","1","1","","00000000"
"800","B","USD","RUB","81999898","1","1","","00000000"
"000","EURX","CHF","IEP","81999898","1","1","","00000000"
"800","B","USD","RUR","81999898","1","1","","00000000"
"000","EURX","CHF","LUF","81999898","1","1","","00000000"
"800","B","USD","SEK","81999898","1","1","","00000000"
"000","EURX","DEM","AED","81999898","1","1","","00000000"
"800","B","USD","ZAR","81999898","1","1","","00000000"
"800","B","ZAR","GBP","81999898","1","1","","00000000"
"000","EURX","DEM","ARS","81999898","1","1","","00000000"
"800","EURB","DEM","JPY","81999898","1","1","","00000000"
"000","EURX","DEM","AUD","81999898","1","1","","00000000"
"800","EURB","EUR","JPY","81999898","1","1","","00000000"
"000","EURX","DEM","BGN","81999898","1","1","","00000000"
"800","EURG","DEM","JPY","81999898","1","1","","00000000"
"000","EURX","DEM","BRL","81999898","1","1","","00000000"
"800","EURG","EUR","JPY","81999898","1","1","","00000000"
"000","EURX","DEM","CAD","81999898","1","1","","00000000"
"800","EURO","ATS","IEP","81999898","100","1","","00000000"
"000","EURX","DEM","CHF","81999898","1","1","","00000000"
"800","EURO","ATS","LUF","81999898","1","1","","00000000"
"000","EURX","DEM","CLP","81999898","1","1","","00000000"
"001","M","DEM","AUD","81999898","1","1","","00000000"
"000","EURX","DEM","CNY","81999898","1","1","","00000000"
"001","M","DEM","BEF","81999898","1","1","","00000000"
"001","M","DEM","BGN","81999898","1","1","","00000000"
"000","EURX","DEM","COP","81999898","1","1000","","00000000"
"001","M","DEM","BRL","81999898","1","1","","00000000"
"001","M","DEM","CAD","81999898","1","1","","00000000"
"000","EURX","DEM","CYP","81999898","1","1","","00000000"
"001","M","DEM","CHF","81999898","1","1","","00000000"
"001","M","DEM","CLP","81999898","1","1","","00000000"
"001","M","DEM","CNY","81999898","1","1","","00000000"
"000","EURX","DEM","CZK","81999898","1","1","","00000000"
"001","M","DEM","CYP","81999898","1","1","","00000000"
"001","M","DEM","CZK","81999898","1","1","","00000000"
"000","EURX","DEM","DKK","81999898","1","1","","00000000"
"001","M","DEM","DEM3","81999898","1","1","","00000000"
"001","M","DEM","DKK","81999898","1","1","","00000000"
"000","EURX","DEM","GRD","81999898","1","1","","00000000"
"001","M","DEM","ESP","81999898","1","1","","00000000"
"000","EURX","DEM","HKD","81999898","1","1","","00000000"
"000","EURX","DEM","HRK","81999898","1","1","","00000000"
"000","EURX","DEM","HUF","81999898","1","1","","00000000"
"001","M","DEM","FIM","81999898","1","1","","00000000"
"001","M","DEM","FRF","81999898","1","1","","00000000"
"000","EURX","DEM","IDR","81999898","1","1000","","00000000"
"001","M","DEM","GBP","81999898","1","1","","00000000"
"001","M","DEM","GRD","81999898","1","1","","00000000"
"000","EURX","DEM","ILS","81999898","1","1","","00000000"
"001","M","DEM","HKD","81999898","1","1","","00000000"
"001","M","DEM","HRK","81999898","1","1","","00000000"
"000","EURX","DEM","INR","81999898","1","1","","00000000"
"001","M","DEM","HUF","81999898","1","1","","00000000"
"001","M","DEM","IEP","81999898","1","1","","00000000"
"000","EURX","DEM","JPY","81999898","1","1","","00000000"
"001","M","DEM","ILS","81999898","1","1","","00000000"
"001","M","DEM","INR","81999898","1","1","","00000000"
"000","EURX","DEM","KRW","81999898","1","1","","00000000"
"001","M","DEM","ITL","81999898","1","1","","00000000"
"001","M","DEM","JPY","81999898","1","1","","00000000"
"000","EURX","DEM","MXN","81999898","1","1","","00000000"
"001","M","DEM","KRW","81999898","1","1","","00000000"
"001","M","DEM","LUF","81999898","1","1","","00000000"
"000","EURX","DEM","MYR","81999898","1","1","","00000000"
"001","M","DEM","MXN","81999898","1","1","","00000000"
"001","M","DEM","MYR","81999898","1","1","","00000000"
"000","EURX","DEM","NOK","81999898","1","1","","00000000"
"001","M","DEM","NLG","81999898","1","1","","00000000"
"001","M","DEM","NOK","81999898","1","1","","00000000"
"000","EURX","DEM","NZD","81999898","1","1","","00000000"
"001","M","DEM","NZD","81999898","1","1","","00000000"
"001","M","DEM","PEN","81999898","1","1","","00000000"
"001","M","DEM","PHP","81999898","1","1","","00000000"
"000","EURX","DEM","PEN","81999898","1","1","","00000000"
"001","M","DEM","PLN","81999898","1","1","","00000000"
"001","M","DEM","PTE","81999898","1","1","","00000000"
"001","M","DEM","RUB","81999898","1","1","","00000000"
"001","M","DEM","SAR","81999898","1","1","","00000000"
"001","M","USD","MYR","81999898","1","1","","00000000"
"001","M","DEM","SEK","81999898","1","1","","00000000"
"001","M","DEM","SGD","81999898","1","1","","00000000"
"001","M","DEM","SIT","81999898","1","1","","00000000"
"001","M","USD","NLG","81999898","1","1","","00000000"
"001","M","DEM","SKK","81999898","1","1","","00000000"
"001","M","DEM","THB","81999898","1","1","","00000000"
"001","M","USD","NOK","81999898","1","1","","00000000"
"001","M","DEM","TWD","81999898","1","1","","00000000"
"001","M","DEM","UAH","81999898","1","1","","00000000"
"001","M","DEM","USD","81999898","1","1","","00000000"
"001","M","USD","NZD","81999898","1","1","","00000000"
"001","M","DEM","VEB","81999898","1","1","","00000000"
"001","M","DEM","ZAR","81999898","1","1","","00000000"
"001","M","USD","PEN","81999898","1","1","","00000000"
"001","M","DKK","EUR","81999898","1","1","","00000000"
"001","M","DKK","JPY","81999898","1","1","","00000000"
"001","M","USD","PHP","81999898","1","1","","00000000"
"001","M","DKK","USD","81999898","1","1","","00000000"
"001","M","ESP","USD","81999898","1","1","","00000000"
"001","M","EUR","JPY","81999898","1","1","","00000000"
"001","M","USD","PLN","81999898","1","1","","00000000"
"001","M","EUR","USD","81999898","1","1","","00000000"
"001","M","FIM","JPY","81999898","1","1","","00000000"
"001","M","USD","PTE","81999898","1","1","","00000000"
"001","M","FIM","USD","81999898","1","1","","00000000"
"001","M","FRF","JPY","81999898","1","1","","00000000"
"001","M","USD","RUB","81999898","1","1","","00000000"
"001","M","FRF","USD","81999898","1","1","","00000000"
"001","M","GBP","EUR","81999898","1","1","","00000000"
"001","M","USD","SAR","81999898","1","1","","00000000"
"001","M","GBP","JPY","81999898","1","1","","00000000"
"001","M","GBP","USD","81999898","1","1","","00000000"
"001","M","USD","SEK","81999898","1","1","","00000000"
"001","M","GRD","EUR","81999898","1","1","","00000000"
"001","M","GRD","USD","81999898","1","1","","00000000"
"001","M","HKD","EUR","81999898","1","1","","00000000"
"001","M","USD","SGD","81999898","1","1","","00000000"
"001","M","HKD","JPY","81999898","1","1","","00000000"
"001","M","HKD","USD","81999898","1","1","","00000000"
"001","M","USD","SIT","81999898","1","1","","00000000"
"001","M","HRK","EUR","81999898","1","1","","00000000"
"001","M","HRK","JPY","81999898","1","1","","00000000"
"001","M","USD","SKK","81999898","1","1","","00000000"
"001","M","HRK","USD","81999898","1","1","","00000000"
"001","M","HUF","EUR","81999898","1","1","","00000000"
"001","M","HUF","USD","81999898","1","1","","00000000"
"001","M","USD","THB","81999898","1","1","","00000000"
"001","M","IEP","JPY","81999898","1","1","","00000000"
"001","M","IEP","USD","81999898","1","1","","00000000"
"001","M","USD","TRL","81999898","1","1","","00000000"
"001","M","ILS","EUR","81999898","1","1","","00000000"
"001","M","ILS","JPY","81999898","1","1","","00000000"
"001","M","ILS","USD","81999898","1","1","","00000000"
"001","M","USD","TRY","81999898","1","1","","00000000"
"001","M","INR","EUR","81999898","1","1","","00000000"
"001","M","INR","JPY","81999898","1","1","","00000000"
"001","M","USD","TWD","81999898","1","1","","00000000"
"001","M","INR","USD","81999898","1","1","","00000000"
"001","M","ITL","USD","81999898","1","1","","00000000"
"001","M","USD","UAH","81999898","1","1","","00000000"
"001","M","JPY","EUR","81999898","1","1","","00000000"
"001","M","JPY","USD","81999898","1","1","","00000000"
"001","M","KRW","EUR","81999898","1","1","","00000000"
"001","M","USD","USDN","81999898","1","1","","00000000"
"001","M","KRW","USD","81999898","1","1","","00000000"
"001","M","LUF","JPY","81999898","1","1","","00000000"
"001","M","USD","VEB","81999898","1","1","","00000000"
"001","M","LUF","USD","81999898","1","1","","00000000"
"001","M","MXN","EUR","81999898","1","1","","00000000"
"001","M","USD","ZAR","81999898","1","1","","00000000"
"001","M","MXN","JPY","81999898","1","1","","00000000"
"001","M","MXN","USD","81999898","1","1","","00000000"
"001","M","MYR","EUR","81999898","1","1","","00000000"
"001","M","VEB","CLP","81999898","1","1","","00000000"
"001","M","MYR","JPY","81999898","1","1","","00000000"
"001","M","MYR","USD","81999898","1","1","","00000000"
"001","M","ZAR","DEM","81999898","1","1","","00000000"
"001","M","NLG","JPY","81999898","1","1","","00000000"
"001","M","NLG","USD","81999898","1","1","","00000000"
"800","M","ARS","BRL","81999898","1","1","","00000000"
"001","M","NOK","EUR","81999898","1","1","","00000000"
"001","M","NOK","JPY","81999898","1","1","","00000000"
"800","M","ARS","CAD","81999898","1","1","","00000000"
"001","M","NOK","USD","81999898","1","1","","00000000"
"001","M","NZD","EUR","81999898","1","1","","00000000"
"001","M","NZD","JPY","81999898","1","1","","00000000"
"800","M","ARS","CLP","81999898","1","1","","00000000"
"001","M","NZD","USD","81999898","1","1","","00000000"
"800","M","ARS","COP","81999898","1","1","","00000000"
"001","M","PEN","EUR","81999898","1","1","","00000000"
"001","M","PEN","JPY","81999898","1","1","","00000000"
"001","M","PEN","USD","81999898","1","1","","00000000"
"800","M","ARS","MXN","81999898","1","1","","00000000"
"001","M","PHP","EUR","81999898","1","1","","00000000"
"001","M","PHP","JPY","81999898","1","1","","00000000"
"800","M","ARS","PEN","81999898","1","1","","00000000"
"001","M","PHP","USD","81999898","1","1","","00000000"
"001","M","PLN","EUR","81999898","1","1","","00000000"
"800","M","ARS","VEB","81999898","1","1","","00000000"
"001","M","PLN","JPY","81999898","1","1","","00000000"
"001","M","PLN","USD","81999898","1","1","","00000000"
"001","M","PTE","USD","81999898","1","1","","00000000"
"800","M","ATS","ATS","81999898","1","1","","00000000"
"800","M","ATS","BEF","81999898","1","1","","00000000"
"001","M","RUB","EUR","81999898","1","1","","00000000"
"001","M","RUB","JPY","81999898","1","1","","00000000"
"800","M","ATS","ESP","81999898","1","1","","00000000"
